"filename", "language", "Java", "comment", "blank", "total"
"c:\Computer Science Stuff\Interpreter\Monkey_java\src\Parser\Parser.java", "Java", 1, 0, 0, 1
"c:\Computer Science Stuff\Interpreter\Monkey_java\src\ast\Function.java", "Java", 17, 0, 8, 25
"Total", "-", 18, 0, 8, 26
